,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,epsOpTrue_std,epsOpFalse_std,eps_test_std,accTrue,accFalse,ip,eps_test,acc_diff,eps_train,acc_diff_train
23,0.8261670761670762,0.003992628992628977,0.8334755161235283,90.0,89.0,0.5,0.5420511449309977,0.49694172942654213,0.7935921884018182,0.914262936815079,0.5347621083415429,0.47200117889773063,0.012961827047590746,0.02372531682876511,0.010763489781174362,0.785842252822736,0.9067374401710275,4935.5,0.06276092944381229,0.12089518734829152,0.045109415504455574,0.12067074841326075
24,0.7785626535626535,0.011977886977886987,0.7910766080873571,100.0,78.0,0.0,0.2159960779852606,0.2159958402205321,0.7376643502593869,0.8992546792491594,0.20316672552773596,0.19731800766283525,0.006397268846385001,0.02490421455938696,0.00584871786490071,0.719406490976924,0.8966218332346113,6166.0,0.00584871786490071,0.1772153422576873,2.377647285167761e-07,0.16159032898977244
25,0.8220208845208845,0.004760442260442255,0.8266848660638116,110.0,60.0,0.0,0.48467237778198147,0.4846727716922401,0.7835168460853997,0.9141461661703087,0.4739369381091346,0.5025051576775714,0.07599273840282039,0.08370173887415264,0.007709000471332245,0.7747582695256581,0.9160913553517569,5117.5,0.028568219568436803,0.14133308582609883,3.9391025863366735e-07,0.13062932008490902
26,0.7817874692874693,0.03578009828009826,0.7909742364784167,60.0,16.0,0.0,0.20715599398093965,0.2071563088512241,0.736332214464284,0.9015077451234612,0.19897209985315711,0.21794871794871795,0.19897209985315711,0.21794871794871795,0.018976618095560838,0.7217826157835481,0.9030455755496095,6126.5,0.018976618095560838,0.18126295976606144,3.148702844568696e-07,0.16517553065917723
27,0.7840909090909092,0.03808353808353809,0.7892168571916056,70.0,29.0,0.0,0.20715599398093965,0.2071563088512241,0.7337134816258827,0.9015077451234612,0.22173274596182085,0.21794871794871795,0.22173274596182085,0.21794871794871795,0.0037840280131029025,0.7246074745406101,0.9043706638888321,6200.5,0.0037840280131029025,0.179763189348222,3.148702844568696e-07,0.16779426349757853
28,0.7791769041769041,0.03316953316953314,0.7874765398396179,80.0,37.5,0.0,0.18926600902859053,0.18926553672316385,0.7330270176779523,0.8976173000565455,0.18722466960352424,0.2094017094017094,0.18722466960352424,0.2094017094017094,0.022177039798185166,0.7187223521300641,0.9012787910973127,6252.5,0.022177039798185166,0.1825564389672486,4.723054266853044e-07,0.1645902823785932
29,0.7816339066339066,0.035626535626535616,0.791025422282887,90.0,17.0,0.0,0.20715599398093965,0.2071563088512241,0.7363576390549481,0.9016114903252457,0.19897209985315711,0.2094017094017094,0.19897209985315711,0.2094017094017094,0.010429609548552293,0.7217826157835481,0.9026038794365353,6124.0,0.010429609548552293,0.18082126365298723,3.148702844568696e-07,0.16525385127029757
30,0.8255528255528255,0.004914004914004899,0.8336120116021157,100.0,100.0,1.0,0.5378493274408899,0.5011781317487904,0.7935408507856807,0.9147796589096956,0.5305426990588424,0.4762746831712349,0.017181236330291172,0.027998821102269367,0.010817584771978195,0.784715111253755,0.9071791362841017,4928.5,0.054268015887607546,0.1224640250303467,0.03667119569209942,0.12123880812401489
31,0.8253992628992629,0.0050675675675675436,0.8339361883637604,110.0,108.5,1.0,0.5399481290259575,0.502589232407304,0.7940003250481695,0.9148310305320114,0.5305426990588424,0.4762746831712349,0.017181236330291172,0.027998821102269367,0.010817584771978195,0.7844896829399588,0.9071791362841017,4922.0,0.054268015887607546,0.12268945334414294,0.03735889661865344,0.1208307054838419
32,0.8287776412776413,0.0023034398034397774,0.8328442245350622,60.0,60.0,1.0,0.5466122191510443,0.4640138328611948,0.7922665685349173,0.9150330101712401,0.5402330898343835,0.4461759504862953,0.0001487016487295434,0.04100353669319187,0.04085483504446233,0.7878910608121532,0.9105510052629071,4963.5,0.09405713934808813,0.1226599444507539,0.0825983862898495,0.12276644163632278
33,0.8287776412776413,0.0023034398034397774,0.8331854632315305,70.0,70.0,1.0,0.54937854092432,0.4818877745357009,0.7929807771388566,0.9146220371927134,0.5430770088663358,0.46341732979664013,0.0012267886020186358,0.023762157382847038,0.024988945984865674,0.7883419174397457,0.9095876141261056,4952.5,0.07965967906969568,0.12124569668635987,0.06749076638861912,0.12164126005385678
34,0.8283169533169533,0.0033783783783783994,0.8334755161235283,80.0,79.5,1.0,0.550804343705215,0.48047977422389465,0.7929293174140166,0.9156011038881726,0.5424047534960377,0.459070144414972,0.0009138955494835677,0.03665635131152373,0.03574245576204016,0.7874501807671864,0.9100293102391798,4944.5,0.08333460908106566,0.12257912947199334,0.07032456948132038,0.122671786474156
35,0.8261670761670762,0.003992628992628977,0.8334755161235283,90.0,89.0,1.0,0.5420511449309977,0.49694172942654213,0.7935921884018182,0.914262936815079,0.5347621083415429,0.47200117889773063,0.012961827047590746,0.02372531682876511,0.010763489781174362,0.785842252822736,0.9067374401710275,4935.5,0.06276092944381229,0.12089518734829152,0.045109415504455574,0.12067074841326075
